"comment_content","Giao hang","Dong goi","Gia ban","Thiet ke","Chat luong san pham","Cham soc khach hang","Do nhay"
"mình dùng macbook pro  và chuột không nhận bluetooth cắm usb không dây thì dùng bth nhưng chuyển qua kết nối bluetooth k đc  đề nghị tiki hỗ trợ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"nhà vận chuyển đóng gói hàng cẩn thận giao hàng nhanh nhưng bao bì chứa chuột không còn niêm phong của hãng logitech chuột đã  bị bóc ra và được dán lại bằng băng dính tôi có chụp ảnh gửi kèm nhận xét này chất lượng chuột chưa dùng nên chưa đánh giá",0.0,1.0,0.0,0.0,1.0,0.0,0.0
"chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn shop phục vụ cực kỳ nhiệt tình   tốt",0.0,1.0,0.0,0.0,1.0,1.0,0.0
"đầm tay màu nhám đẹp tiếng hơi to chút khi click nhưng vẫn okay ",0.0,0.0,0.0,1.0,0.0,0.0,0.0
"tốt voi tam gia",0.0,0.0,1.0,0.0,1.0,0.0,0.0
"mình đặt chuột khi đang có chương trình giảm gần  nên mình thấy mức giá k để sở hữu chuột là khá ổn xài được hầu hết trên các bề mặt không cần dùng miếng đệm có nút chức năng chỉnh độ nhạy của chuột cầm vừa tay mình thích cách thiết kế có  phần lõm vào cầm khá thoải mái chỉ có  nút bên hông theo mình tìm hiểu là nút back và forward tuy nhiên vẫn chưa biết cách dùng nói chung là ổn ạ",0.0,0.0,1.0,1.0,1.0,0.0,1.0
"chuột đẹp hoàn thiện tốt click không hề có tiếng lúc đầu thấy chưa quen hơi khó chịu nhưng chừng ph là quen rồi nút lăn chuột mềm dễ cuộn trọng lượng kích thước vừa tay mình ngon",0.0,0.0,0.0,1.0,1.0,0.0,0.0
" mua cái bên phải đơn  hiện lúc dùng được lúc không nhận tín hiệu hôm qua mùa cái mới bến trái của cùng nhà cung cấp tất cả đều không có tem trên sản phẩm liên hệ bảo hành thế nào bây giờ",0.0,0.0,0.0,0.0,0.0,0.0,1.0
"giá thành rẻ nhạy và bền mình mua xài cũng đc  tháng rồi tới giờ xài vẫn tốt",0.0,0.0,1.0,0.0,1.0,0.0,1.0
"mua về đang dùng được mấy ngày thấy okay nhưng sao trên web là silent plus mà trên hộp không có chữ plus",1.0,0.0,0.0,0.0,1.0,0.0,0.0
"chuột chất lượng chính hãng cầm đầm tay click chuột ko nghe tiếng thoải mái khi làm việc liên tục hay chơi game",0.0,0.0,0.0,1.0,1.0,0.0,1.0
"khỏi phải nói nhiều với k phải xúc ngay cái lót này vừa rẻ vừa dày đẹp nữa",0.0,0.0,1.0,1.0,1.0,0.0,0.0
"sp ko có pin",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"mình mua mới dùng đc  tuần thấy chuột nhạy di chuột ko cần miếng lót rất ok ",0.0,0.0,0.0,0.0,0.0,0.0,1.0
" sao thôi chứ cũng chẳng biết nhận xét gì nữa sản phẩm đỉnh nhất dành cho văn phòng của logi rồi mà còn gì chê được nữa đâu lưu ý chuột này khá to dành cho người tay to còn tay bình thường nên mua anywhere s",0.0,0.0,0.0,1.0,1.0,0.0,0.0
"chuột có giá khá rẻ lúc mua còn chưa tới k nhưng dùng rất tốt k biết lâu dài thế nào nhưng hiện tại với giá thành như vậy thì chuột dùng khá ok chuột nhỏ gọn cầm vừa tay và rất nhạy",0.0,0.0,1.0,0.0,1.0,0.0,1.0
"sản phẩm hoàn toàn khác mô tả   khác màu k có pin như shop quảng cáo kegm pin",1.0,0.0,0.0,0.0,0.0,0.0,0.0
"sản phẩm giống mô tả chất lượng sản phẩm khá tốt đóng gói hàng cẩn thận chắc chắn   giao hang wa laau",1.0,1.0,0.0,0.0,1.0,0.0,0.0
"chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn sản phẩm giống mô tả và tốt hơn mong đợi   ",1.0,1.0,0.0,0.0,1.0,0.0,0.0
"chuột đi kèm luôn với pin được test trước khi giao nên vỏ hộp sẽ được bung ra trước nhưng vấn đề này ok mình thấy an tâm hơn khi các bạn test trước ngoại hình chuột đẹp nhựa đẹp cầm chắc tay không bị cảm giác lọt thỏm vì nhỏ tay mình cũng hơi bự  click êm ko bị nghe tiếng tik tik tránh làm phiền người khác",0.0,0.0,0.0,1.0,0.0,0.0,1.0
"sản phẩm giống mô tả và tốt hơn mong đợi   sản phẩm giống mô tả tốt hơn mong đợi  chất lượng sản phẩm xuất sắc  đóng gói rất kỹ chắc chắn  shop phục vụ cực kỳ nhiệt tìn",0.0,1.0,0.0,0.0,1.0,1.0,0.0
"sản phẩm giống mô tả và tốt hơn mong đợi đóng gói hàng rất kỹ và chắc chắn   sp rất tốt  cảm ơn shop",0.0,1.0,0.0,0.0,1.0,0.0,0.0
"chuột khá bự hơn mình tưởng tượng xem ảnh đính kèm giống như chuột bi ngày xưa có thêm cái đế bạn nào tay nhỏ mà có ý định mua thì nên xem xét  thiếu  nút lắc cuộn chuột sang tráiphải backforward khi duyệt web giống như các dòng chuột khác củ",0.0,0.0,0.0,1.0,0.0,0.0,0.0
"giao hành nhanh hàng nguyên seal bảo hành bằng hóa đơn điện tử khá tiện",1.0,0.0,0.0,0.0,0.0,0.0,0.0
"mặc dù chuột rất nhẹ hầu như tiếng kêu k đáng kể nhưng dùng lại ko đc chuẩn lắm phải dùng lực tay hơi mạnh nên với những người dùng chuột thường xuyên như mình là k thích hợp",0.0,0.0,0.0,1.0,0.0,0.0,0.0
"chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn shop phục vụ cực kỳ nhiệt tình   ",0.0,1.0,0.0,0.0,1.0,1.0,0.0
"tiki giao hàng h siêu nhanh luôn nhận sản phẩm rất ưng  đẹp hơn hình nữa  bé chuột ướt êm cầm vừa tay các nút thao tác dễ dàng rất tiện  đã vậy lại còn được tặng kem miếng lót chuột xịn  dày êm hí hí  đà này chắc mần luôn  đàn mỗi ngày xài  iem quá kkk",1.0,0.0,0.0,1.0,1.0,0.0,1.0
"tuy dùng wireless nhưng rất ổn ít độ trễ pin dùng cũng rất là lâu mình hài lòng về sản phẩm này",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"đóng gói hàng rất kỹ và chắc chắn   chuột xài ổn mà k có pin kèm theo phải mất công ra tiệm mua  cục pin a",0.0,1.0,0.0,0.0,0.0,0.0,0.0
"sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc shop phục vụ cực kỳ nhiệt tình   rất tốt",0.0,0.0,0.0,0.0,1.0,1.0,0.0
"hàng ok đẹp đóng gói cần thận",0.0,1.0,0.0,0.0,1.0,0.0,0.0
"mình ordered lúc h và giao hàng nhanh trong  tiếng nhưng đến h hơn mình mới nhận được cái này mình thông cảm được vì có thể do kẹt xe anh shipper thân thiện dễ thương  điều mình thích khi mở ra là   nguyên seal chứ không như những nhận xét khác là hàng bị bóc ra  tặng kèm đồ lót dày cộm  chuột kèm pin và cầm rất đã tay cực kì chắc tay chứ k có nhẹ như mình nghĩ mình thấy có mấy bạn mua và complain là không kèm pin điều này mình không rõ bên bộ phận giao hàng ra sao  khi mình thử chuột chuột nhạy dù tiếng hơi kêu lúc click nhưng nhìn chung oke mình thử nút back  forward hoạt động ổn còn nút dưới bánh lăn thì mình đã thử xem nó có chỉnh nhạy nhanh không thì nó biểu hiện không rõ rệt lắm  tóm lại mình cho  cho chất lượng ",1.0,0.0,0.0,0.0,1.0,0.0,1.0
"đóng gói hàng rất kỹ và chắc chắn   pk",0.0,1.0,0.0,0.0,0.0,0.0,0.0
"chuột ngon lướt nhạy bấm êm trọng lượng vừa phải con này chắc chỉ hợp với laptop cắm vào máy cây chỉ kết nối tốt trong khoảng cách cm ra xa chút hay có vật cản thì chịu",0.0,0.0,0.0,0.0,1.0,0.0,1.0
"hàng chất lượng rất là tuyệt y như hình mắt trên màu sắc đúng mặt dưới là cao su chống trượt đệm tay êm chắc chắn tiki đóng gói hàng cẩn thận vì là hàng không có sẵn nên thời gian đợi hơi lâu nhưng mua trong đợt giảm giá nên vẫn quá là ổn tuy được báo là giao trễ  ngày nhưng vừa đến kho cái đã giao luôn nên chỉ trễ  ngày sản phẩm đáng tiền cho những bạn hay dùng máy tính làm tác vụ văn phòng lâu như mình nếu là chuột gaming thì hơi bị nhỏ một chút",1.0,1.0,0.0,1.0,1.0,0.0,0.0
"mình mua com m silent được gần  tháng chuột dùng khá tốt  nút trái phải bấm êm ko ồn mình mua màu xanh nhìn đẹp nhưng xài mau dơ  bên hông sản phẩm tốt nhưng mình có cảm giác ko hài lòng về cách làm của tiki trên shop ghi là m silent plus nhưng lúc giao là m silent bên dưới chuột bị trầy xước kiểu như đã rê chuột dùng nhiều lần rồi ấy và số serial trong thân chuột không khớp với trên vỏ hộp đã liên hệ tiki nhưng câu trả lời thật sự gây khó hiểu cho mình không muốn làm phiền phức sự việc thêm chỉ mong tiki đọc được nhận xét này và cải thiện chất lượng dịch vụ hơn nữa vì trước giờ mình vẫn tin tưởng tiki",1.0,0.0,0.0,1.0,1.0,1.0,1.0
" giao hàng trễ  ngày  mở gói ra shock luôn vì kích thước chỉ để vừa  ngón tay phụ nữ  chuột nhạy tốc độ di nhanh nên dùng  ngón tay điều khiển xong con trỏ chạy loạn xạ",1.0,0.0,0.0,1.0,0.0,0.0,1.0
"chuột xài rất tốt so với tầm giá có điều lúc mới lấy ra khỏi hộp thì mùi hơi khó chịu tiki giao hàng nhanh shipper thân thiện dễ tính",1.0,0.0,0.0,0.0,1.0,1.0,0.0
"sản phẩm tốt  đóng gói cẩn thận hơi tiếc vận chuyển lâu mất  ngày sẽ mua ủng hộ shop tiếp",1.0,1.0,0.0,0.0,1.0,0.0,0.0
"bàn phím có ngoại hình rất đẹp và chất lượng gõ rất tốt cứ tưởng bàn phím nhỏ thì nút sẽ nhỏ và khó gõ nhưng không ngờ nút thiết kế rất hợp lý và dễ gõ chuột thì không đẹp lắm theo thẫm mỹ của mình ",0.0,0.0,0.0,1.0,1.0,0.0,0.0
"sản phẩm tốt chất lượng phù hợp với giá thành đóng gói kỹ vận chuyển nhanh chóng",1.0,1.0,1.0,0.0,1.0,0.0,0.0
"hàng đã mua chất lượng tốt cầm vừa tay rất chắc chắn hàng còn mới  nguyên seal sài rất đã tuy giao hàng hơi lâu nhưng rất đáng để chờ  sao thôi d",1.0,0.0,0.0,0.0,1.0,0.0,0.0
"đóng gói hàng cẩn thận chắc chắn   oke",0.0,1.0,0.0,0.0,0.0,0.0,0.0
"đóng gói hàng cẩn thận chắc chắn   sản phẩm đẹp tốt đúng với mô tả đóng gói cẩn thận khuyến mại thêm miếng di chuột",0.0,1.0,0.0,1.0,0.0,0.0,0.0
"chuột có phím rất nhạy và rất nảy độ nặng vừa phải cho cảm giác đầm tay và dễ kiểm soát khi rê  phím bên hông được bố trí khá tiện và có thể tùy chỉnh chức năng qua phầm mềm ghub ngoài ra thông qua ghub chuột có thể đc tùy biến về màu sắc cũng như độ sáng đèn các chế độ đổi màu và đồng bộ màu chuyển với các thiết bị logitech gaming khác  điểm trừ là dây chuột khá mỏng manh không bọc dây dù nếu để cố định  máy xài luôn thì không lo lắm",0.0,0.0,0.0,1.0,1.0,0.0,1.0
"sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn shop phục vụ cực kỳ nhiệt tình   rất tốt",0.0,1.0,0.0,0.0,1.0,1.0,0.0
"nhận đc sớm hơn dự kiến  ngày đã từng mua con mèo ở chỗ khác tới tận k thêm phí ship k nữa lần này đặt ở tiki có k mà còn đc freeship thật sự rất thích nên tậu ngay về cho gấu  con sản phẩm thì khỏi phải nói y như hình cute cực kỳ",1.0,0.0,1.0,1.0,0.0,0.0,0.0
"chuột nhạy ổn định k thì như vậy là tốt giao hàng đúng hẹn",0.0,0.0,1.0,0.0,0.0,0.0,1.0
"chuột dùng bị đơ không di chuyển được liên hệ với shop không trả lời sản phẩm không tốt dịch vụ của shop rất tệ",0.0,0.0,0.0,0.0,1.0,1.0,1.0
"chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn   rat rat rat hai long san pham dong goi ky và bảo quản rất kỹ   cảm thấy hài lòng về sản phẩm và phù hợp túi tiền bình dân phụ kiện đi kèm đầy đủ  shop rất chu đáo và vui vẻnhiệt tình   sao",0.0,1.0,0.0,0.0,1.0,0.0,0.0
"chất lượng sản phẩm xuất sắc shop phục vụ cực kỳ nhiệt tình   chột ok nắm sốp đẹp hơn trong hình sử dụng tiện lợi",0.0,0.0,0.0,1.0,1.0,1.0,0.0
"vừa vặn tay dù tay mình nhỏ đẹp tốt được tặng mouse pad",0.0,0.0,0.0,1.0,1.0,0.0,0.0
"giá quá tốt cho chuột này con này nằm trong danh sách xài được logitech options giống mx mx cũng không ngờ là với giá này lại xài được logitech options gắn chức năng cho chuột xài gần được như magic mouse thêm nữa con này là silent xài đỡ làm phiền người khác do cái tiếng tách tách ban đêm rất khó chịu  quá ngon cho giá hơn k tiki giao hành đóng gói kĩ đúng hẹn hàng được xé ra trước để dán tem bảo hành thôi chứ không phải hàng cũ nha  cho tiki",1.0,1.0,1.0,0.0,0.0,0.0,0.0
"mình mua lần đầu thì chuột bị lỗi nút cuộn trang tiki đổi trả mất hơn  tuần lần này nhận sản phẩm mới thấy dùng cũng ok chuột khá nhạy cầm vừa tay đang có hội sách nên được nhận kèm cả bookmark nữa",0.0,0.0,0.0,0.0,1.0,0.0,1.0
"chuot chạy rất mượt",0.0,0.0,0.0,0.0,0.0,0.0,1.0
"đèn led hàng trên không tự sáng mà phải chạm vào mới sáng hơi bất tiện bàn phím nhìn rất đẹp nhưng chuột cầm lại không đầm tay thích hợp với không gian văn phòng không thích hợp để mang di chuyển nhiều",0.0,0.0,0.0,1.0,0.0,0.0,0.0
"đặt màu đen giao màu xanh mà ko thông báo cho khách nhưng sp dùng ok",1.0,0.0,0.0,0.0,1.0,0.0,0.0
"em vừa nhận được hàng của tiki bao bọc chuột bị rách mã seri trên chuột và trên hộp không giống nhau  vừa mới xài được vài tiếng đèn led rgb đã lỗi nhảy màu linh tinh cảm giác như sản phẩm này là đồ đã qua sử dụng đã viết mail cho tiki và nếu như lần này tiki không đổi trả sản phẩm hoặc đổi trả không như mong muốn thì thật sự rất thất vọng về tiki vì lâu nay vẫn luôn tin tưởng và ủng hộ",0.0,1.0,0.0,0.0,1.0,0.0,0.0
"dây dài cầm nắm chắc chắn độ nặng vừa phải  có hai phím bên phải",0.0,0.0,0.0,1.0,0.0,0.0,0.0
"chuột mx master s là chuột tốt nhất mình dùng đến hiện nay thích nhất tính năng cuộn chuột  có  profile cuộn khác nhau có khấc  trơn   bluetooth dùng trên mac có vẻ hơi lag",0.0,0.0,0.0,1.0,1.0,0.0,1.0
"hình trang trí đẹp mắt độ nhạy cũng tốt nhưng dùng rất mỏi ngón tay cái",0.0,0.0,0.0,1.0,0.0,0.0,1.0
"sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn shop phục vụ cực kỳ nhiệt tình   mình đã nhận hàng và dùng rất tốt shop đóng gói rất cẩn thận cám ơn shop các bạn nhớ mua cho shop nhé phục vụ tốt lắm",0.0,1.0,0.0,0.0,1.0,1.0,0.0
"đóng gói hàng rất kỹ và chắc chắn   chưa mượt lắmdùng tạm được",0.0,1.0,0.0,0.0,0.0,0.0,1.0
"đóng gói hàng rất kỹ và chắc chắn   chua dùng nên chua biết chất lượng nhung nhìn là ưng rồi",0.0,1.0,0.0,0.0,1.0,0.0,0.0
"mới mua được vài hôm nên không dám chắc về độ bền kiểu dáng thon gọn vừa tay dùng lâu không bị mỏi chuột nhạy chạy mượt mà kể cả trên bề mặt bàn gỗ không lótcon lăn bọc cao su chạy êm  mẫu mã đơn giản đẹp được tặng kèm một cục pin aa khi dùng có tiếng click nghe khá rõ nhưng không thành vấn đề  nói chung là ưng hơn hẳn mấy em logitech cùng mức giá từng dùng",0.0,0.0,0.0,1.0,1.0,0.0,1.0
"to vừa tay lướt nhạy mượt giao hàng nhanh chóng",1.0,0.0,0.0,1.0,0.0,0.0,1.0
"giao hàg nhanh xài nửa năm thấy bền có thể tùy chỉnh màu và hiệu ứng led cầm đầm tay chưa bị double click",1.0,0.0,0.0,1.0,0.0,0.0,1.0
"pin dùng ok từ lúc mua chưa thấy có vấn đề gì tiki đóng gói cẩn thận",0.0,1.0,0.0,0.0,0.0,0.0,0.0
"kiểu dáng đẹp bấm rất nhẹ và êm không có tiếng ồn khó chịu xảm giác bấm rất tốt tiki giao hàng nhanh",0.0,0.0,0.0,1.0,0.0,0.0,1.0
"mình được màu đen rất hợp màu máy  mình được màu đen rất hợp màu laptop ",0.0,0.0,0.0,1.0,0.0,0.0,0.0
"đây là lần thứ  mua hàng công nghệ trên tiki  vẫn là rất hài lòng  chuột đẹp  mới  click rất êm đúng như quảng cáo  tuy nhiên khi nhận hàng thì thấy hộp giấy có đường rọc  và bên trong hộp chuột cũng như ai đã tháo sẵn  trừ  sao vì điều này   màu nào cũng rất đẹp  chọn mua màu đen cho sạch ",0.0,1.0,0.0,1.0,1.0,0.0,1.0
"cung dc",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"tiki đóng gói cẩn thận đẹpchuột dùng ổn resolution là dpi chứ không phải dpi",0.0,1.0,0.0,1.0,1.0,0.0,0.0
"chuột fuhlen l  thì quá nổi tiếng rồi sản phẩm của tiki giao rất chuẩn sử dụng tốt",1.0,0.0,0.0,0.0,1.0,0.0,0.0
"không hổ trợ cho smart tivi pin bị rỉ một cục hàng thì đẹp ok",0.0,0.0,0.0,1.0,1.0,0.0,0.0
"sản phẩm giống mô tả chất lượng sản phẩm khá tốt đóng gói hàng cẩn thận chắc chắn shop phục vụ khá tốt   shop phục vụ ok sp xài được",0.0,1.0,0.0,0.0,1.0,0.0,0.0
"hàng chạy nhanh mượt shop phục vụ nhiệt tình sẽ ủng hộ shop những lần sau",0.0,0.0,0.0,0.0,1.0,1.0,0.0
"nên kèm theo vài viên pin để khách hàng có thể sử dụng luôn",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"đóng gói hàng rất kỹ và chắc chắn   sp giống mô tả",0.0,1.0,0.0,0.0,1.0,0.0,0.0
"hàng được giao khá nhanh tính từ lúc đặt hàng là khoảng tầm  ngày đóng hộp cẩn thận không móp méo chuột bấm khá êm đầm tay led rgb rất đẹp và có tùy chỉnh bằng phần mềm thiết kế đơn giản nhưng rất tinh tế",1.0,1.0,0.0,1.0,1.0,0.0,1.0
"chất lượng tốt so với giá",0.0,0.0,1.0,0.0,1.0,0.0,0.0
"chuột lắp vô laptop chạy ổn cầm khá đầm tay khá tốt trong tầm giá",0.0,0.0,1.0,0.0,1.0,0.0,0.0
"phục vụ học tập với công việc cơ bản thì chuột fuhlen này đủ đáp ứng nhu cầu giá phải chăng dây dài nói chung là khá hài lòng khi mua ở tiki đặt hôm  nhận hàng  nhanh gói kỹ càng nhân viên giao hàng thân thiện  sao",1.0,1.0,1.0,0.0,0.0,0.0,0.0
"đóng gói hàng cẩn thận   chuột giống mô tả",0.0,1.0,0.0,0.0,1.0,0.0,0.0
"mình đã mua và dùng chuột được hơn  tháng đúng như yêu cầu là chuột không gây tiếng động mình dùng vào công việc trong ban đêm rất thích và gần như không còn gây ảnh hưởng đến những người xung quanh trong phòng trọ nữa thật tuyệt vời con chuột mình mua có màu đỏ có nhiều màu để mọi người lựa chọn",0.0,0.0,0.0,1.0,0.0,0.0,0.0
"chuột nhạy nhấp êm mình xài được  tháng rồi tạm thời thì rất ổn",0.0,0.0,0.0,0.0,1.0,0.0,1.0
"shop giao sai màu so với đơn shop cần lưu ý chuyện đó nhưng cách giải quyết của shop cũng ổn hài lòng về hậu mãi",1.0,0.0,0.0,0.0,0.0,1.0,0.0
"shop phục vụ cực kỳ nhiệt tình   ",0.0,0.0,0.0,0.0,0.0,1.0,0.0
"ưu điểm   mua trong đợt giảm giá nên đc giá tốt  click êm màu sắc hài hòa  pin theo chuột lâu hết  nhược điểm   dùng lâu hơi tê tay  con lăn chưa đc êm lắm",0.0,0.0,1.0,1.0,0.0,0.0,1.0
"dùng cũng khá tốt khá đẹp rất hợp với pc của mình",0.0,0.0,0.0,1.0,1.0,0.0,0.0
"hàng đẹp chắc chăn tiki đóng gói cẩn thận lần này giao hàng hơi lâu rất hài lòng về chât lượng sản phẩm sẽ ủng hộ tiki nưa",1.0,0.0,0.0,1.0,0.0,0.0,0.0
"hàng đóng gói kĩ càng good",0.0,1.0,0.0,0.0,0.0,0.0,0.0
"dùng ổn nhưng so với  con chuột cùng loại g tôi mua ở tiệm thì chất lượng không bằng cụ thể click chuột cảm giác nặng tay hơn chuột giữa lăn bị rít hơn không mượt mà như mấy con chuột tôi đã mua trước đó hơi thất vọng mong rằng dùng một thời gian mó sẽ mượt mà hơn",0.0,0.0,0.0,1.0,1.0,0.0,1.0
"đắn đo mấy tháng mới rước em chuột m này về  đóng gói tiki hộp giấy như bình thường nhưng đối với hàng điên tử không có bọc nilon bong bóng  đóng gói của logitech rất gọn và chuyên nghiệp không hề có dấu hiệu rạch ra từ trước có dán tem của digiworld còn bảo hành bằng tem nào thì mình không thấy  chuột logitech m êm không tiếng động nhạy và kết nối bluetooth khá nhanh do mình xài macbook pro sử dụng song song  hệ điều hành macos và windows gặp vấn đề như sau ở macos rất mượt nhưng switch qua win bị đơ liên tục và chậm so với thao tác để khắc phục mình đã tìm ra cách như sau trên win chuột phải this pc  manage  device manager  network adapters  broadcom ac network adapter  advance  bluetooth collaboration  value chọn disable  ok",0.0,1.0,0.0,0.0,0.0,0.0,1.0
"tiki gưi hang hơi trê nhưng đong goi rât cân thân đây la ban phim tôt nhât minh tưng sư dung cua dell thiêt rât đơn gian đep va tiên dung tuy hơi gia hơi cao nhưng chât lương cưc ki tôt minh khuyên khich nên mua",1.0,0.0,0.0,0.0,1.0,0.0,0.0
"good commutication great product",0.0,0.0,0.0,0.0,1.0,1.0,0.0
"chuột dùng rất tốt cầm rất vừa tay trên tiki bán rẻ hơn chỗ khác",0.0,0.0,0.0,1.0,1.0,0.0,0.0
"sài mượt thiết kế tốt nói chung là hài lòng với sp ",0.0,0.0,0.0,1.0,1.0,0.0,0.0
"tôi mua tấm lót chuột khổ lớn tuy nhiên hàng nhận được bị lỗi như ảnh điều thất vọng nhất là chất lượng dịch vụ sau bán hàng tôi có gọi nhiều lần đến tổng đài của tiki và nhận được lời hẹn sẽ có nhân viên của tiki đến thu lại và đổi mới sản phẩm khác nhưng đến ngày hôm nay vẫn chưa có nhân viên nào của tiki đến như đã hứa giá trị của sản phẩm không cao nhưng với chất lượng dịch vụ như thế này thì không tốt chút nào đề nghị tiki cần xem lại chất lượng dịch vụ của mình",0.0,0.0,0.0,0.0,1.0,1.0,0.0
"mình nhận được hàng rồi cảm ơn shop sản phẩm rất đẹp chất lượng  tốt vì đã thử luôn thời gian giao hàng nhanh cảm ơn shop nhiều",1.0,0.0,0.0,1.0,1.0,0.0,0.0
"đóng gói hàng chưa chắc chắn   hai con không có thiết  bị  nhận chuột vaio và hp  nhờ cửa hàng gửi lại  cảm ơn",0.0,1.0,0.0,0.0,0.0,0.0,0.0
"hài lòng chuột nhạy gọn dùng chưa lâu nên không biết pin có lâu không vì vẫn dùng ánh sáng đỏ tiki giao hàng nhanh",1.0,0.0,0.0,1.0,0.0,0.0,1.0
"sản phẩm giống mô tả và tốt hơn mong đợi đóng gói hàng rất kỹ và chắc chắn   sản phẩm tốt so với tầm giá rẻ",0.0,1.0,1.0,0.0,1.0,0.0,0.0
"shop phục vụ khá tốt   được",0.0,0.0,0.0,0.0,0.0,1.0,0.0
"mình mua lúc giảm giá xài được cho cả macbook chắc là con chuột blutooth rẻ nhất thị trường quá",0.0,0.0,1.0,0.0,0.0,0.0,0.0
"chuột vừa tay sử dụng tốt tiki đóng gói cẩn thận với thùng đựng và xốp chèn quanh giá cả phải chăng",0.0,1.0,1.0,1.0,1.0,0.0,0.0
"không thực sự tốt kết nối không ổn định nhất là phần chuột bàn phím ok nhưng chuột liên tục trôi và ko phản hồi vứt xó luôn sau  tiếng sử dụng quay vêc dùng chuột có dây hiện tượng xảy ra ở cự ly từ m trở lên",0.0,0.0,0.0,0.0,1.0,0.0,1.0
"sản phẩm hoàn toàn khác mô tả chất lượng sản phẩm rất tệ   hàng fake",1.0,0.0,0.0,0.0,1.0,0.0,0.0
"sao mua cua shop noi la mien phi van chuyen ma khong mien phi",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"chuột đẹp giao hàng nhanh nhưng chuột quá to và nặng sử dụng dễ mỏi tay mặc dù là người to cao nhưng tôi vẫn cảm thấy chuột quá khổ",1.0,0.0,0.0,1.0,0.0,0.0,0.0
"đk mua màu đỏ lại giao màu đen",1.0,0.0,0.0,0.0,0.0,0.0,0.0
"giao hàng rất nhanh mẫu mã đẹp nhưng shop giao bị sai màu mình đặt  cái  màu khác nhau nhưng giao có  cái cùng màu chất lượng thì chưa biết thế nào tạm thời cho  sao",1.0,0.0,0.0,1.0,1.0,0.0,0.0
"sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn shop phục vụ cực kỳ nhiệt tình   okokok",0.0,1.0,0.0,0.0,1.0,1.0,0.0
"chuột dễ thương mình chọn mẫu số  cầm dễ dàng di chuyển ko cần lót chuột trên bàn chạy ngon điều chỉnh dpi thuận tiện có nutt back forward dùng rất tiện lợi  pin thì dùng lâu mới nhận xét được  riêng màu thực tế thì đậm tối hơn màu đăng trên trang bán  nhìn chung hài lòng sản phẩm tiki giao hàng nhanh nửa ngày có",1.0,0.0,0.0,1.0,1.0,0.0,0.0
"đặt mầu đen đưa mầu trắng",1.0,0.0,0.0,0.0,0.0,0.0,0.0
"một đôi pin bị hỏng",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"đưa chuột mà ko đưa cái nút nhỏ gắn vào máy tính lấy gì điều khiểnquá ẩu tả",1.0,0.0,0.0,0.0,0.0,0.0,0.0
"đóng gói hàng rất kỹ và chắc chắn   tot",0.0,1.0,0.0,0.0,1.0,0.0,0.0
"tôi đã nhắm đến con chuột này hơn  năm nay rồi vì tôi edit video khá nhiều bằng final cut tôi đã xem qua giá và vô số review trên mạng và quyết định mua  chiếc  nó đã hơn những gì tôi có thể trông đợi ở một con chuột trọng lượng rất ngon độ nhạy tốt cả khả năng kết nối bluetooth cũng tuyệt vời tuyệt vời hơn là tôi có thể customize được button theo từng app bằng ứng dụng của logitech  nhưng tôi đã mua mx master đời  chứ k phải đời  vì  lý do tiki k bán màu trắng đây là điều tôi thích nhất ở mx master đời  nhưng tiki lại k bán vì thế tôi đã mua  cái đời một và chờ đến lúc du học sẽ mua cái đời  màu trắng ưa thích của tôi",0.0,0.0,0.0,1.0,1.0,0.0,1.0
"chuột nhạy êm ko nghe tiếng khi nhấn chuột màu đẹp hài lòng khi sử dụng sản phẩm",0.0,0.0,0.0,1.0,0.0,0.0,1.0
"giao hàng khá lâu trong hình viền đen nhưng khi giao lại viền đỏ ",1.0,0.0,0.0,0.0,0.0,0.0,0.0
"tiki giao hàng đúng giờ chuột gọn gàng đẹp dân văn phòng sử dụng laptop xài rất là hợp chuột nhạy ko đèn nên tiết kiệm pin rất nhiều",1.0,0.0,0.0,1.0,0.0,0.0,1.0
"sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn shop phục vụ cực kỳ nhiệt tình   rất hay",0.0,1.0,0.0,0.0,1.0,1.0,0.0
