,comment_content,Chat Luong San Pham,Dong goi,Giao hang,Cham soc khach hang,Thiet ke,Gia Ban,Pin,Do Nhay,Phu Kien,Nut Power,Con Lan,Ket Noi,Phi Ship
582,pin ok nhưng chuột ít nhạy và không hài lòng,1,0,0,0,0,0,0,1,0,0,0,0,0
583,sản phẩm giống mô tả và tốt hơn mong đợi tốt,1,0,0,0,0,0,0,0,0,0,0,0,0
584,chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn cửa hàng phục vụ cực kỳ nhiệt tình tốt,1,1,0,1,0,0,0,0,0,0,0,0,0
585,tai nge kém chỉ nge được 1 ben thoi,1,0,0,0,0,0,0,0,0,0,0,0,0
586,quá kém chất lượng,1,0,0,0,0,0,0,0,0,0,0,0,0
587,sản phẩm giống mô tả cửa hàng phục vụ khá tốt,1,0,0,1,0,0,0,0,0,0,0,0,0
588,giao hàng đúng thời hạn nhưng chất lượng hàng chưa tốt lắm nút bấm hơi bị kẹt,1,0,1,0,0,0,0,0,0,0,0,0,0
589,sản phẩm giống mô tả và tốt hơn mong đợi cửa hàng phục vụ cực kỳ nhiệt tình rất tốt ok năm sao,1,0,0,1,0,0,0,0,0,0,0,0,0
590,đóng gói hàng cẩn thận,0,1,0,0,0,0,0,0,0,0,0,0,0
591,đóng gói hàng cẩn thận chuột giống mô tả,1,1,0,0,0,0,0,0,0,0,0,0,0
592,sản phẩm chất lượng tốt,1,0,0,0,0,0,0,0,0,0,0,0,0
593,tốt rất hài lòng,1,0,0,0,0,0,0,0,0,0,0,0,0
594,tốt comutication great sản phẩm,1,0,0,1,0,0,0,0,0,0,0,0,0
595,hàng rẻ nên ọp ẹp chấp nhận trong tầm giá,1,0,0,0,0,1,0,0,0,0,0,0,0
596,chuột bay chỉ là km800v thôi chứ không phải là km900 như là quả ng cáo không đúng sản phẩm,1,0,0,0,0,0,0,0,0,0,0,0,0
597,cửa hàng phục vụ cực kỳ nhiệt tình ok,0,0,0,1,0,0,0,0,0,0,0,0,0
598,đóng gói hàng cẩn thận chắc chắn tốt,0,1,0,0,0,0,0,0,0,0,0,0,0
599,sản phẩm giống mô tả và tốt hơn mong đợi tốt,1,0,0,0,0,0,0,0,0,0,0,0,0
600,sản phẩm tốt như da miêu tả,1,0,0,0,0,0,0,0,0,0,0,0,0
601,sản phẩm giống mô tả đóng gói hàng cẩn thận chắc chắn cửa hàng phục vụ khá tốt nhà vận chuyển chưa tích cực,1,1,1,0,0,0,0,0,0,0,0,0,0
602,giá rẻ chất lượng tốt,1,0,0,0,0,0,0,0,0,0,0,0,0
603,sản phẩm giống mô tả và tốt hơn mong đợi đóng gói hàng rất kỹ và chắc chắn cửa hàng phục vụ cực kỳ nhiệt tình chất lượng thì còn về sau nhé,1,1,0,1,0,0,0,0,0,0,0,0,0
604,sản phẩm giống mô tả và tốt hơn mong đợi sản phẩm giống mô tả tốt hơn mong đợi chất lượng sản phẩm xuất sắc đóng gói rất kỹ chắc chắn cửa hàng phục vụ cực kỳ nhiệt tìn,1,1,0,1,0,0,0,0,0,0,0,0,0
605,sản phẩm giống mô tả chất lượng sản phẩm khá tốt cửa hàng phục vụ khá tốt,1,0,0,1,0,0,0,0,0,0,0,0,0
606,sản phẩm giống mô tả chất lượng sản phẩm khá tốt đóng gói hàng cẩn thận chắc chắn,1,1,0,0,0,0,0,0,0,0,0,0,0
607,cầm trên tay mới biết chuột nhái asus tính ra đâu phải giảm giá gì cắm máy main asus thì xài ok main giga không xài được,1,0,0,0,0,0,0,0,0,0,0,0,0
608,sản phẩm đúng như mô tả,1,0,0,0,0,0,0,0,0,0,0,0,0
609,khá tốt,1,0,0,0,0,0,0,0,0,0,0,0,0
610,sản phẩm giống mô tả và tốt hơn mong đợi cửa hàng nhiệt tình và uy tính,1,0,0,1,0,0,0,0,0,0,0,0,0
611,sản phẩm giống mô tả và tốt hơn mong đợi đóng gói hàng rất kỹ và chắc chắn sửa dụng tốt cầm nắm rất thích,1,1,0,0,0,0,0,0,0,0,0,0,0
612,nên kèm theo vài viên pin để khách hàng có thể sử dụng luôn,0,0,0,0,0,0,1,0,1,0,0,0,0
613,chất lượng tốt so với giá,1,0,0,0,0,1,0,0,0,0,0,0,0
614,cửa hàng phục vụ chấp nhận được,0,0,0,1,0,0,0,0,0,0,0,0,0
615,sản phẩm sâu mua về kiểm tra da không có công tắc tat mở hang không nên mua,1,0,0,0,0,0,0,0,0,1,0,0,0
616,giao sai hàng đặt chuột gì edel lại giao chuột tvbest khi lắp pin thì chuột không chạy xung quanh chuột bị trầy xước nhiều sản phẩm kém,1,0,1,0,0,0,0,0,0,0,0,0,0
617,hàng bị lỗi phải chạy ra cửa hàng đổi lại cái mới,1,0,0,0,0,0,0,0,0,0,0,0,0
618,sản phẩm giống mô tả chưa sử dụng nhug thấy cũng đẹp,1,0,0,0,1,0,0,0,0,0,0,0,0
619,tôi chưa nhận được hàng mà sao cửa hàng nói đơn hàng đã được chuyển đến bạn,0,0,1,0,0,0,0,0,0,0,0,0,0
620,sản phẩm không có nút nguồn bật tắt hơi buồn,0,0,0,0,0,0,0,0,0,1,0,0,0
621,cửa hàng phục vụ chấp nhận được cửa hàng rat dễ thương nhưng tiếc là đóng goi hàng không kỹ lắm chuột co pin sẵn va tem bảo hanh đẹp nhưng chạy không êm chuột nhảy loạng xạ 49k với giá tiền này nên chấp nhận,1,1,0,1,1,1,0,0,0,0,0,0,0
622,ok,1,0,0,0,0,0,0,0,0,0,0,0,0
623,sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc hàng đúng chính hãng tem thế giới số cửa hàng đóng gói hơi bị sơ xài,1,1,0,0,0,0,0,0,0,0,0,0,0
624,chuột trái bấm ít nhạy,0,0,0,0,0,0,0,0,0,0,0,0,0
625,sản phẩm giống mô tả và tốt hơn mong đợi chuột nhanh nhạy dễ sử dụng lắp vào máy tính là dùng được luôn,1,0,0,0,0,0,0,1,0,0,0,0,0
626,cửa hàng phục vụ cực kỳ nhiệt tình chuột ok chỉ mỗi cái cửa hàng không cho pin,0,0,0,1,0,0,1,0,1,0,0,0,0
627,sản phẩm giống mô tả và tốt hơn mong đợi đóng gói hàng rất kỹ và chắc chắn như mo tả,1,1,0,0,0,0,0,0,0,0,0,0,0
628,sản cung tạm được,1,0,0,0,0,0,0,0,0,0,0,0,0
629,thái độ phục vụ của cửa hàng rất kém,0,0,0,1,0,0,0,0,0,0,0,0,0
630,đóng gói hàng rất kỹ và chắc chắn ok,1,1,0,0,0,0,0,0,0,0,0,0,0
631,đóng gói kĩ dùng thử thì ok,0,1,0,0,0,0,0,0,0,0,0,0,0
632,sản phẩm ok nên mua,1,0,0,0,0,0,0,0,0,0,0,0,0
633,dùng tạm,1,0,0,0,0,0,0,0,0,0,0,0,0
634,dùng tốt,1,0,0,0,0,0,0,0,0,0,0,0,0
635,ok tốt,1,0,0,0,0,0,0,0,0,0,0,0,0
636,sản phẩm giống mô tả và tốt hơn mong đợi hàng đẹp kết nối ngon lành đúng chất aple màu đen xám khá sang đỡ bị bẩn giao hàng hoả tốc 1 tiếng là nhận được cửa hàng hỗ trợ giao nhanh,1,0,0,0,1,0,0,0,0,0,0,1,0
637,đóng gói hàng rất kỹ và chắc chắn sản phẩm giống mô tả,1,1,0,0,0,0,0,0,0,0,0,0,0
638,sản phẩm giống mô tả ok tốt giao hàng nhanh,1,0,1,0,0,0,0,0,0,0,0,0,0
639,nếu có 4 5 star thì tôi sẽ chấm 4 5 nhưng không có nên đành cho 5star bàn phím khá nặng nhưng chắc chắn còn chuột có khi lắc có tiếng lọc sọc nên chắc dẽ hỏng đội shiper có vẻ hơi ngáo nghưng không liên quan đến cửa hàng ngoài chuột thao tác dễ mò trong khi sách hướng dẫn đầy đủ thì bàn phím không có sách hướng dẫn thao tác chỉ cố hdsd nên p tự mò coi như một điểm trừ còn riếng sạc pin thì không có giấy hướng đẫn nên không bik nên kiêng gì,1,0,0,0,0,0,0,0,0,0,0,0,0
640,ko có đầu receiver thu chuột không hiểu nỗi giao hàng ntn,0,0,0,0,0,0,0,0,1,0,0,0,0
641,tôt,1,0,0,0,0,0,0,0,0,0,0,0,0
642,đóng gói hàng rất kỹ và chắc chắn pk,0,1,0,0,0,0,0,0,0,0,0,0,0
643,cửa hàng phục vụ khá tốt giống mẫu,1,0,0,1,0,0,0,0,0,0,0,0,0
644,sản phẩm giống mô tả và tốt hơn mong đợi đóng gói hàng rất kỹ và chắc chắn mới nhận sản phẩm tốt giống hình minh hoạ để xem thời gian sau như thế nào,1,1,0,0,0,0,0,0,0,0,0,0,0
645,sản phẩm dùng ổn khá nhạy hình thức không đẹp lắm không có tiếng 34 click 34 mình không thích điều này giá vận chuyển quá cao gần bằng giá sản phẩm xem lại đối tác vận chuyển nhé dù sao mình vẫn ưng ý và tặng 5star cho cửa hàng,1,0,0,0,1,0,0,1,0,0,0,0,1
646,tuyệt vời,1,0,0,0,0,0,0,0,0,0,0,0,0
647,sản phẩm chuẩn mô tả,1,0,0,0,0,0,0,0,0,0,0,0,0
648,sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn cửa hàng phục vụ cực kỳ nhiệt tình rất hài lòng khi nhận được sản phẩm,1,1,0,1,0,0,0,0,0,0,0,0,0
649,sản phẩm đúng mô tả,1,0,0,0,0,0,0,0,0,0,0,0,0
650,lắp pin vào bật không lên nó nháy 1 cái rồi tắt,1,0,0,0,0,0,0,0,0,0,0,0,0
651,máy chạy được đang tiếp tục trải nghiệm chất lượng cảm ơn,1,0,0,0,0,0,0,0,0,0,0,0,0
652,sản phẩm đúng mô tả,1,0,0,0,0,0,0,0,0,0,0,0,0
653,sản phẩm giống mô tả và tốt hơn mong đợi giao hàng chậm mất tận 5 ngày chỉ từ hà nội đến thái nguyên,1,0,1,0,0,0,0,0,0,0,0,0,0
654,sản phẩm không dán tem bảo hành chỉ có tem của nhà nhập khẩu mai mốt bị hư cũng không có căn cứ gì để yêu cầu bảo hành được chuột này nói là bảo hành 3 năm mà mình mới xài 2 năm đã hỏng rồi,0,0,0,0,0,0,0,0,0,0,0,0,0
655,giáo hàng nhanh chuột đẹp lắm cửa hàng nếu dùng bền sẽ ủng hộ cửa hàng thêm,0,0,1,0,1,0,0,0,0,0,0,0,0
656,sử dụng tốt lần sau cho mỗi loại một con,1,0,0,0,0,0,0,0,0,0,0,0,0
657,hàng ok,1,0,0,0,0,0,0,0,0,0,0,0,0
658,k giống mẫu,0,0,0,0,1,0,0,0,0,0,0,0,0
659,sản phẩm tốt giao hàng nhanh,1,0,1,0,0,0,0,0,0,0,0,0,0
660,tạm,1,0,0,0,0,0,0,0,0,0,0,0,0
661,sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn cửa hàng phục vụ cực kỳ nhiệt tình sản phẩm xài rất ok gửi hàng nhanh đáng nể cửa hàng rất nhiệt tình cám ơn you,1,1,1,1,0,0,0,0,0,0,0,0,0
662,ko có cổng sạc kết nối với tivi,0,0,0,0,0,0,0,0,0,0,0,1,0
663,cửa hàng phục vụ cực kỳ nhiệt tình,0,0,0,1,0,0,0,0,0,0,0,0,0
664,gần giống mô tả hơi lỏng lẻo,1,0,0,0,0,0,0,0,0,0,0,0,0
665,hàng đúng mô tả nhưng mình không biết phải làm sao để có thể kết nối với tv được nho cửa hàng hướng dẫn cho mình với nhé,0,0,0,0,0,0,0,0,0,0,0,1,0
666,hài lòng về tính năng của chuột đặc biệt có chức năng voice còn về độ bền thì phải chờ thời gian hy vong cũng ok,1,0,0,0,0,0,0,0,0,0,0,0,0
